,index,amt,merchant_1,merchant_2,category,year,city_pop,is_fraud
1092748,1092748,56.66,457,199,7,1977,10076,0
775742,775742,94.89,55,-1,7,1992,86954,0
16286,16286,139.07,539,-1,0,1985,1970,0
906080,906080,92.72,476,166,11,1984,467,0
1112059,1112059,3.76,349,55,1,2003,1512,0
59317,59317,61.45,159,-1,5,1961,258,0
613539,613539,2.67,49,-1,10,1978,158701,0
998988,998988,171.37,471,-1,7,1975,1595797,0
1221093,1221093,35.79,150,-1,10,1965,269,0
460911,460911,7.57,65,-1,13,1969,23,0
227122,227122,1116.53,442,-1,12,1979,1019,0
110069,110069,16.69,315,134,1,1948,2971,0
306517,306517,62.97,234,173,1,1931,397,0
631569,631569,31.68,259,171,5,1955,355,0
537849,537849,14.67,183,-1,11,1975,4074,0
1063804,1063804,45.75,113,-1,2,1964,192,0
208616,208616,69.88,196,8,8,1981,3684,0
575552,575552,126.15,206,-1,4,1963,1850,0
419012,419012,28.94,575,-1,6,1953,2148,0
197785,197785,88.76,186,-1,4,1968,9587,0
896155,896155,370.69,69,-1,13,1987,737,0
539933,539933,112.04,343,-1,6,1941,68211,0
580298,580298,38.6,403,172,7,1993,5903,0
470264,470264,1.45,246,155,13,1953,2016,0
855028,855028,86.62,139,-1,4,1988,888,0
724169,724169,3.86,69,-1,13,1965,4664,0
1231147,1231147,4.52,64,-1,11,1952,1078,0
400186,400186,55.93,196,8,8,1945,165,0
866961,866961,79.52,257,-1,2,1967,471,0
202958,202958,75.38,46,188,3,1988,7646,0
927421,927421,61.83,49,-1,10,1977,4090,0
771550,771550,109.83,14,149,1,1960,3487,0
676949,676949,45.64,396,-1,8,1954,337,0
827455,827455,113.88,393,150,6,1957,1426,0
918217,918217,113.59,118,-1,0,1934,276002,0
804094,804094,16.75,0,-1,0,1950,331,0
542799,542799,227.88,115,-1,8,1952,5778,0
539025,539025,103.88,184,113,4,1972,1261,0
1261443,1261443,31.04,377,190,10,1987,2872,0
877784,877784,41.87,85,-1,6,1979,1019,0
704288,704288,25.87,541,-1,10,2004,817312,0
857906,857906,266.08,106,-1,7,1978,5760,0
949370,949370,3.72,166,-1,9,1965,1791,0
616831,616831,9.66,373,-1,13,1989,9772,0
420806,420806,8.94,250,-1,9,1964,192,0
798714,798714,52.1,560,-1,6,1986,2501,0
890118,890118,6.92,330,-1,1,1991,1213,0
228803,228803,117.67,170,-1,5,1987,95035,0
17983,17983,126.91,323,-1,12,1980,1532,0
942329,942329,74.2,24,-1,7,1950,43102,0
1178464,1178464,78.51,273,-1,0,1964,2317,0
132124,132124,35.81,46,188,3,1993,45100,0
1087183,1087183,5.63,46,197,8,1985,20328,0
1108862,1108862,7.6,529,141,10,1942,46944,0
756981,756981,234.27,633,-1,9,1987,46,0
1167312,1167312,51.25,120,-1,7,1982,1571,0
720519,720519,74.14,105,104,6,1985,760,0
1292166,1292166,69.04,636,-1,6,1951,427,0
388501,388501,69.05,346,-1,2,1930,409656,0
515977,515977,55.49,299,-1,1,1968,9587,0
1279096,1279096,7.93,57,154,9,1962,4367,0
161085,161085,54.07,184,113,4,1996,31394,0
274565,274565,5.53,585,-1,9,1940,4593,0
1124170,1124170,86.03,327,19,11,1980,1201,0
910666,910666,47.14,562,-1,9,1970,46563,0
746048,746048,15.95,600,-1,0,1969,648,0
119951,119951,22.37,484,-1,6,1980,493806,0
97349,97349,4.56,481,203,1,1941,2443,0
452765,452765,7.53,586,-1,12,1963,1087,0
1247858,1247858,6.59,619,-1,6,1966,128,0
147743,147743,7.92,597,-1,13,1969,25459,0
442357,442357,5.5,607,-1,7,1968,248,0
408465,408465,76.37,440,123,4,1984,1523,0
1028261,1028261,83.83,420,-1,2,1999,895,0
760977,760977,37.56,460,-1,1,1942,1263321,0
574317,574317,48.82,225,-1,4,1997,606,0
1180962,1180962,137.01,528,81,1,1947,5726,0
715375,715375,249.06,331,-1,8,1983,186140,0
1250381,1250381,7.19,400,121,13,1961,297,0
939256,939256,4.47,348,-1,10,1969,23,0
339323,339323,55.38,426,91,0,1970,2526,0
643763,643763,58.21,198,-1,5,1993,30770,0
4250,4250,122.68,264,-1,6,1953,169,0
64840,64840,3.25,556,-1,9,1977,7155,0
235506,235506,61.43,457,199,7,1984,207410,0
869272,869272,2.47,538,145,12,1972,1526206,0
754870,754870,177.3,430,-1,7,1985,1493,0
524954,524954,82.54,605,-1,11,1973,123,0
543621,543621,26.78,641,-1,1,1991,9679,0
1187077,1187077,130.4,255,-1,8,1988,3285,0
342900,342900,5.28,116,34,7,1976,1766,0
101672,101672,15.02,622,-1,0,1972,271,0
701891,701891,11.33,430,-1,7,1990,4056,0
378278,378278,466.61,260,-1,13,1968,92985,0
129714,129714,4.99,390,99,1,1987,46,0
508504,508504,42.82,345,-1,6,1996,31394,0
1133169,1133169,70.29,218,-1,2,1974,1804,0
1087412,1087412,68.08,171,-1,2,1951,427,0
1131638,1131638,9.11,181,-1,9,1955,466,0
552133,552133,228.99,623,-1,7,1949,4508,0
750707,750707,64.4,209,10,5,1982,172817,0
118403,118403,73.54,101,-1,2,1991,520,0
929355,929355,40.74,258,-1,2,1999,6841,0
438855,438855,616.64,65,-1,13,1973,123,0
634783,634783,46.3,73,-1,7,1989,632,0
789668,789668,48.4,433,-1,1,1956,260,0
890109,890109,6.63,134,-1,12,1984,3766,0
81243,81243,78.05,529,141,10,1977,4726,0
589471,589471,58.87,2,-1,1,1993,1507,0
906215,906215,8.84,372,-1,7,1971,31515,0
229424,229424,8.77,644,-1,8,1988,1847,0
431242,431242,7.0,14,182,12,1975,320420,0
595525,595525,117.55,467,-1,6,1936,1288,0
611805,611805,69.56,118,-1,0,1984,19685,0
341477,341477,8.52,28,53,11,1946,450,0
1146646,1146646,120.62,56,-1,7,1993,19408,0
47652,47652,44.71,567,164,7,1945,184,0
489554,489554,67.05,50,-1,2,1995,2607,0
652403,652403,172.29,282,-1,9,1968,1666,0
681077,681077,5.41,28,189,12,1972,725,0
1147843,1147843,70.2,501,-1,5,1986,1645,0
82987,82987,6.25,224,-1,11,1989,530,0
1129691,1129691,3.32,296,-1,1,1990,1382480,0
574364,574364,2.48,115,-1,8,1962,1443,0
917060,917060,79.03,566,-1,4,1962,4367,0
915604,915604,55.08,79,-1,7,1989,1078,0
634311,634311,58.54,305,-1,2,1927,16305,0
1292343,1292343,80.84,575,-1,6,1978,5196,0
288487,288487,1.87,208,4,10,1972,5901,0
1005606,1005606,2.55,115,-1,8,1986,601723,0
7674,7674,120.02,18,-1,4,1935,1533,0
172808,172808,63.66,401,-1,6,1988,606,0
14366,14366,73.26,131,-1,5,1990,137,0
1090437,1090437,121.63,484,-1,6,1934,276002,0
690522,690522,86.96,501,-1,5,1959,1241364,0
157801,157801,63.65,646,23,2,1997,3224,0
667859,667859,498.48,499,36,12,1954,695,0
341143,341143,28.62,17,-1,1,1962,4172,0
300425,300425,86.65,443,-1,4,1997,3224,0
136452,136452,82.54,450,-1,2,1981,13973,0
1016843,1016843,158.94,506,-1,7,1974,14871,0
706193,706193,2.97,285,110,8,1931,2807,0
790308,790308,135.0,254,72,4,1983,106,0
569117,569117,4.54,142,-1,13,1973,190178,0
950104,950104,44.36,21,-1,10,1955,1126,0
311724,311724,86.56,502,12,4,1984,1523,0
1285804,1285804,1.92,28,53,11,1977,378909,0
551294,551294,89.28,13,-1,11,1991,291,0
850886,850886,8.72,60,-1,7,1976,346,0
848607,848607,418.86,64,-1,9,1963,171170,0
812672,812672,55.3,540,-1,1,1974,2202,0
854542,854542,58.59,438,15,2,1974,177,0
39969,39969,59.83,111,-1,2,1968,912,0
875146,875146,95.43,12,-1,4,1995,2607,0
644775,644775,7.72,598,-1,12,1944,1165,0
1011917,1011917,107.7,432,-1,6,1938,4081,0
986353,986353,48.56,254,72,4,1959,1241364,0
662611,662611,9.7,230,196,8,1951,427,0
422568,422568,296.83,306,-1,0,1994,8333,0
1104442,1104442,2.59,544,-1,9,1995,1595797,0
1105507,1105507,104.29,12,-1,4,1972,271,0
499682,499682,73.95,438,15,2,2003,1512,0
169710,169710,3.34,509,65,5,2001,1700,0
867237,867237,13.01,47,-1,7,1993,9496,0
148689,148689,49.13,91,-1,6,1942,1263321,0
1204857,1204857,17.24,481,203,1,1977,7155,0
719875,719875,14.7,418,213,11,1974,1810,0
396263,396263,1.37,603,-1,8,1960,1506,0
1172167,1172167,161.42,255,-1,8,1998,3202,0
1124219,1124219,21.78,43,63,12,1931,571,0
1251413,1251413,3.79,486,118,8,1993,19408,0
624680,624680,20.93,539,-1,0,1968,1666,0
20854,20854,35.23,281,-1,10,1959,198,0
823404,823404,76.88,197,102,2,1960,478,0
74898,74898,22.73,212,-1,5,1953,1831,0
550878,550878,96.41,529,120,4,1986,795,0
901261,901261,120.45,80,-1,4,1948,2971,0
538203,538203,50.65,98,-1,1,1991,51427,0
893450,893450,49.34,215,-1,2,1972,454,0
724307,724307,6.29,28,53,11,1970,1979,0
303326,303326,40.5,430,-1,7,1975,35299,0
523087,523087,1.57,54,-1,8,1984,3766,0
578081,578081,52.74,376,47,7,1978,1988,0
1175010,1175010,59.59,387,-1,2,1974,878,0
283823,283823,1.39,106,-1,7,1942,140,0
298598,298598,62.16,515,128,2,1982,172817,0
754397,754397,17.38,568,-1,6,1984,13602,0
589149,589149,58.93,229,-1,2,1977,8269,0
313184,313184,33.93,614,-1,1,1971,31515,0
664261,664261,58.6,369,100,2,1985,224256,0
683320,683320,1.45,93,-1,1,1976,21902,0
1046712,1046712,114.09,406,-1,4,1984,85,0
134152,134152,51.26,581,45,2,1998,4159,0
758796,758796,157.52,178,-1,6,1987,242,0
1150228,1150228,4.75,278,175,8,1985,1970,0
1051174,1051174,12.21,37,-1,6,1948,55345,0
665912,665912,91.12,328,-1,4,1990,722,0
633566,633566,86.29,378,-1,7,1929,276,0
420747,420747,39.67,547,-1,9,1960,626,0
372244,372244,8.1,586,-1,12,1982,172817,0
616690,616690,75.49,44,-1,2,1968,9587,0
873340,873340,1.62,256,-1,8,1937,2258,0
427328,427328,8.69,277,-1,13,1968,2470,0
717517,717517,34.51,627,61,6,1956,759,0
162184,162184,112.69,447,-1,4,1983,328,0
1093507,1093507,56.7,635,208,6,1961,92043,0
1149172,1149172,48.42,414,201,3,1993,2395,0
1196038,1196038,1.35,232,-1,12,1973,2121,0
813044,813044,7.04,636,-1,6,1997,2408,0
929908,929908,45.55,377,190,10,1944,1165,0
1010953,1010953,6.95,237,-1,12,1989,530,0
844835,844835,5.18,605,-1,11,1986,27020,0
1097163,1097163,32.2,238,85,5,2004,2135,0
510024,510024,113.05,274,-1,0,1985,760,0
690216,690216,13.06,329,-1,11,1943,92106,0
855544,855544,3.86,64,-1,9,1988,3495,0
763546,763546,33.64,149,-1,3,1973,687276,0
460335,460335,36.23,629,49,9,1991,291,0
524003,524003,26.76,435,-1,1,1962,1762,0
109524,109524,119.85,518,20,6,1989,4290,0
1107179,1107179,117.99,480,-1,5,1981,3684,0
1014481,1014481,20.2,425,-1,10,1987,3688,0
615707,615707,4.76,384,-1,9,1993,116001,0
948565,948565,63.5,245,-1,5,1955,466,0
602876,602876,49.19,132,-1,0,1988,35371,0
927543,927543,106.81,447,-1,4,1982,965,0
126934,126934,1.2,232,-1,12,1959,5619,0
971569,971569,99.7,378,-1,7,1963,67082,0
989124,989124,3.05,19,-1,9,1986,11432,0
742820,742820,56.73,377,190,10,1959,190178,0
418231,418231,47.9,595,-1,9,1993,238602,0
316869,316869,69.12,15,-1,5,1961,628,0
996849,996849,83.36,148,-1,2,1993,19408,0
544086,544086,46.97,305,-1,2,1961,320,0
164171,164171,1.97,28,53,11,1941,471,0
203568,203568,7.98,348,-1,10,1985,224256,0
642627,642627,109.45,138,-1,4,1976,1643,0
304032,304032,89.32,242,-1,7,1931,571,0
1236157,1236157,93.45,25,-1,11,1989,1078,0
451625,451625,36.79,351,209,1,1964,5438,0
516207,516207,37.69,401,-1,6,1977,7155,0
129893,129893,7.75,455,-1,12,1998,3202,0
1244928,1244928,7.27,286,-1,8,1997,20478,0
218690,218690,69.34,369,100,2,1968,10256,0
967880,967880,54.62,341,-1,2,1970,601723,0
1089477,1089477,12.86,90,-1,3,2000,111,0
891588,891588,225.82,535,184,4,1984,50489,0
397863,397863,22.06,234,151,5,1975,1595797,0
713809,713809,83.61,231,-1,9,1958,308,0
553799,553799,3.68,48,5,12,1972,54287,0
1170438,1170438,9.97,393,150,6,1962,153,0
605212,605212,75.75,99,187,0,1980,1532,0
224416,224416,110.92,440,123,4,1961,247,0
679874,679874,17.54,185,-1,0,1949,4508,0
1068966,1068966,1.78,567,164,7,1970,805,0
850369,850369,40.27,11,-1,10,1990,316665,0
850181,850181,4.55,31,77,10,1958,1271,0
63744,63744,40.64,387,-1,2,1991,520,0
1050865,1050865,5.09,28,189,12,1975,910148,0
51269,51269,71.81,481,203,1,1967,13835,0
687208,687208,143.96,226,69,4,1953,169,0
754682,754682,71.52,110,-1,0,1997,1075,0
187923,187923,42.05,645,-1,5,1954,4778,0
797500,797500,48.31,520,-1,7,1972,1261,0
425715,425715,71.55,22,-1,2,1975,9815,0
31943,31943,214.32,269,-1,12,1963,1087,0
341329,341329,243.27,196,8,8,1965,1420,0
596914,596914,24.35,643,192,10,1950,104396,0
839071,839071,57.19,97,-1,2,1980,124967,0
6781,6781,56.9,317,44,4,1966,4913,0
375596,375596,84.29,214,-1,7,1952,7565,0
935590,935590,29.31,457,199,7,1965,1791,0
666528,666528,40.71,85,-1,6,1935,73,0
381286,381286,61.76,258,-1,2,1967,1939,0
237284,237284,3.85,126,-1,0,1946,2518,0
883685,883685,57.44,222,-1,0,2000,28425,0
458052,458052,159.63,55,-1,7,1960,626,0
407392,407392,10.34,116,57,5,1939,145,0
1083313,1083313,34.92,210,-1,9,1987,5657,0
1084164,1084164,78.75,456,-1,6,1965,4664,0
450653,450653,48.63,531,-1,7,1974,241,0
187535,187535,16.37,249,-1,7,1998,166081,0
878045,878045,54.83,24,-1,7,1991,365,0
1243633,1243633,116.4,101,-1,2,1936,135332,0
1009545,1009545,52.27,47,-1,7,1974,964,0
335444,335444,1.59,614,-1,1,1993,19408,0
192126,192126,26.87,621,-1,10,1990,18128,0
1287719,1287719,7.73,480,-1,5,2004,817312,0
602109,602109,76.58,254,72,4,1958,4895,0
625460,625460,109.05,436,137,6,1993,1504,0
391448,391448,8.63,558,103,11,1975,910148,0
306689,306689,104.83,201,135,6,1994,391389,0
47189,47189,4.45,332,-1,5,1944,74,0
412429,412429,31.49,392,-1,9,1986,2223,0
41364,41364,4.23,466,64,12,1977,8269,0
1124154,1124154,32.45,606,-1,3,1994,71335,0
125474,125474,2.52,541,-1,10,1979,757530,0
37225,37225,76.27,410,26,9,1976,21902,0
847088,847088,86.97,515,131,2,1956,759,0
595663,595663,41.84,532,80,0,1997,20478,0
783607,783607,29.48,479,-1,6,1946,2518,0
543112,543112,6.64,591,-1,13,1937,2258,0
399722,399722,3.53,280,-1,11,1995,218,0
1160474,1160474,19.2,175,-1,5,1954,695,0
1027739,1027739,2.74,266,-1,8,1987,5657,0
109573,109573,154.94,612,-1,10,1959,190178,0
711527,711527,20.39,408,-1,12,1962,370,0
571589,571589,1.52,75,-1,0,1929,19090,0
108762,108762,144.72,380,-1,12,1986,50835,0
997610,997610,9.5,415,-1,0,1978,5760,0
246682,246682,36.9,629,49,9,1993,1507,0
758289,758289,7.51,490,42,7,1970,34496,0
426115,426115,4.97,337,-1,8,1956,263,0
653297,653297,3.16,166,-1,9,1995,372,0
1175686,1175686,18.63,638,177,7,1945,589,0
661548,661548,51.64,497,-1,5,1962,754,0
561271,561271,9.71,190,97,12,1995,372,0
431700,431700,93.61,350,194,7,1992,123373,0
815840,815840,53.19,517,-1,4,1960,927396,0
1047841,1047841,1.79,25,-1,11,1959,4049,0
545831,545831,6.92,522,-1,9,1999,2870,0
594471,594471,46.72,148,-1,2,1997,20478,0
590202,590202,59.31,29,-1,10,1965,4664,0
99470,99470,35.07,564,35,3,1983,2644,0
80675,80675,59.61,106,-1,7,1964,2317,0
672473,672473,25.43,234,173,1,1984,6006,0
307083,307083,47.17,116,34,7,1987,832,0
213374,213374,9.43,633,-1,9,1976,6120,0
732993,732993,74.35,304,96,6,1991,828,0
885113,885113,7.61,294,0,11,1953,69793,0
219626,219626,7.93,11,-1,10,1987,95035,0
139875,139875,21.9,188,-1,7,1999,6841,0
1153398,1153398,61.1,123,-1,4,1966,4913,0
819125,819125,111.33,236,130,6,1965,5354,0
185198,185198,23.47,495,-1,10,1972,922,0
1030566,1030566,53.67,201,135,6,1981,3684,0
1091852,1091852,58.94,339,88,2,1941,2443,0
1078799,1078799,185.34,138,-1,4,1973,5621,0
303541,303541,18.13,160,-1,7,1953,590,0
125710,125710,6.93,496,39,11,1995,2607,0
55070,55070,76.91,400,32,10,1994,1770,0
421042,421042,111.95,58,-1,4,1953,2148,0
396599,396599,126.63,59,-1,8,1992,5875,0
615806,615806,61.87,279,-1,0,1991,321490,0
136266,136266,55.8,173,-1,2,1972,743,0
803329,803329,61.51,125,-1,12,1929,1146,0
1084682,1084682,36.39,203,-1,9,1976,1051,0
983298,983298,37.95,17,-1,1,1974,1725,0
182721,182721,7.56,397,-1,9,1990,302,0
297470,297470,73.58,506,-1,7,2001,92608,0
218169,218169,9.17,567,46,11,1953,1631,0
546258,546258,9.04,562,-1,9,1970,601723,0
317793,317793,1.55,164,-1,11,1953,1631,0
1118022,1118022,5.22,525,-1,6,1995,128715,0
983385,983385,3.62,425,-1,10,1988,888,0
310962,310962,6.86,130,-1,9,1991,1490,0
751736,751736,79.65,274,-1,0,1991,4575,0
80077,80077,77.19,171,-1,2,1951,1178,0
763710,763710,5.33,135,-1,8,1998,4542,0
1258349,1258349,133.83,631,17,6,1983,2644,0
1070889,1070889,71.73,51,-1,0,2001,272,0
789177,789177,4.18,319,-1,11,1988,167,0
64433,64433,6.25,412,207,6,1932,800,0
655327,655327,62.01,113,-1,2,1945,579,0
969560,969560,214.46,335,-1,4,1970,2526,0
1234591,1234591,17.77,411,-1,10,1967,142,0
113564,113564,3.11,287,-1,8,1960,24840,0
922748,922748,49.15,569,98,2,1975,5548,0
272306,272306,14.76,155,-1,6,1967,2435,0
899672,899672,34.67,35,-1,7,1931,571,0
433293,433293,65.72,339,88,2,1982,4729,0
306864,306864,28.25,136,181,12,1973,5621,0
8678,8678,41.73,245,-1,5,1976,6120,0
880173,880173,95.9,549,-1,3,1994,22191,0
1055915,1055915,117.65,479,-1,6,1952,7565,0
625241,625241,14.75,217,-1,1,1979,3395,0
1124317,1124317,54.99,406,-1,4,1999,2870,0
200917,200917,19.83,304,96,6,1982,172817,0
980751,980751,2.24,431,27,6,1988,7268,0
999377,999377,99.35,200,-1,6,1983,229,0
503029,503029,73.21,16,-1,3,1933,18760,0
326127,326127,8.52,187,38,11,1987,32891,0
929671,929671,233.19,317,44,4,1983,2906700,0
14775,14775,3.89,557,-1,11,1964,192,0
906050,906050,145.24,469,-1,4,1959,198,0
1182124,1182124,12.4,164,-1,11,1971,413574,0
665113,665113,2.56,437,180,12,1989,341043,0
442064,442064,19.03,73,-1,7,1967,1725,0
1063437,1063437,91.88,440,123,4,1971,1089,0
1069110,1069110,39.79,71,-1,2,1955,4677,0
278832,278832,73.19,404,-1,12,1957,139650,0
1051822,1051822,76.86,567,75,2,1968,92985,0
1242735,1242735,7.75,622,-1,0,1969,2307,0
960026,960026,6.99,100,-1,11,1970,67082,0
402554,402554,145.72,251,-1,0,1985,76383,0
1128421,1128421,3.96,571,125,12,1988,3495,0
1237187,1237187,89.22,116,34,7,1993,15269,0
249613,249613,8.23,190,97,12,1941,471,0
891321,891321,5.12,38,-1,12,1952,1263321,0
588075,588075,7.3,459,-1,12,1987,647,0
741327,741327,25.51,638,177,7,1995,372,0
1002269,1002269,103.59,304,96,6,1954,1909,0
947934,947934,111.94,12,-1,4,1967,92337,0
98105,98105,79.31,617,157,0,1968,248,0
440239,440239,40.42,592,109,3,1979,757530,0
771046,771046,67.3,51,-1,0,1956,239,0
732389,732389,27.98,516,-1,7,1971,248858,0
369683,369683,12.97,308,169,5,1965,269,0
319323,319323,67.69,41,-1,7,1973,5621,0
722946,722946,202.23,220,48,7,1993,15269,0
429472,429472,10.02,355,-1,7,1984,1523,0
774544,774544,13.18,543,-1,5,1955,350,0
1265122,1265122,46.72,239,-1,10,1971,2036,0
961634,961634,47.96,531,-1,7,1927,104,0
1038339,1038339,64.61,227,-1,5,1991,1228,0
439155,439155,21.61,451,146,0,1978,149,0
13097,13097,48.67,638,177,7,1982,639,0
1169995,1169995,39.79,596,214,1,1981,3684,0
262224,262224,5.58,14,182,12,1971,1089,0
317774,317774,300.84,278,175,8,1957,75903,0
39910,39910,76.21,306,-1,0,1946,2518,0
150090,150090,42.05,589,-1,9,1974,824,0
118459,118459,13.14,76,-1,9,1963,1850,0
604714,604714,69.72,642,-1,1,1967,673342,0
1035945,1035945,13.53,401,-1,6,1983,106,0
32397,32397,215.25,443,-1,4,1977,7155,0
906058,906058,68.14,546,-1,3,1984,6006,0
174650,174650,196.57,515,52,0,1959,464,0
512357,512357,63.09,206,-1,4,1989,71463,0
931583,931583,52.13,145,25,2,1953,2148,0
783067,783067,161.91,455,-1,12,1990,4056,0
963985,963985,37.04,556,-1,9,1994,1770,0
899509,899509,91.64,628,-1,7,1956,260,0
2444,2444,84.2,440,123,4,1997,9594,0
298345,298345,98.5,253,-1,4,1950,467,0
509119,509119,61.72,44,-1,2,1967,137,0
669733,669733,62.35,560,-1,6,1983,540,0
480203,480203,112.84,292,-1,4,1963,841711,0
175072,175072,15.52,444,-1,7,1946,673342,0
1253456,1253456,3.71,280,-1,11,1946,128,0
975366,975366,8.52,358,-1,13,1991,69,0
1066583,1066583,118.62,400,32,10,1949,4508,0
892786,892786,460.21,538,145,12,1989,341043,0
1175410,1175410,81.18,354,186,0,2005,267,0
632443,632443,52.48,483,-1,3,1985,6951,0
773474,773474,95.61,395,-1,4,1987,737,0
1168746,1168746,63.64,215,-1,2,1984,3451,0
832318,832318,29.85,175,-1,5,1985,20328,0
1184616,1184616,113.41,312,-1,4,1989,530,0
733856,733856,104.57,272,-1,12,1977,4090,0
592225,592225,97.56,28,93,12,1997,1689,0
705929,705929,60.7,510,-1,1,1966,640470,0
1077005,1077005,1.1,61,-1,12,1980,21902,0
612091,612091,50.04,550,-1,0,1991,69,0
818278,818278,2.35,514,-1,12,1995,372,0
1292638,1292638,24.86,636,-1,6,1935,1533,0
1141143,1141143,55.28,146,-1,6,1976,190249,0
224252,224252,9.59,57,154,9,1965,99,0
366390,366390,49.89,480,-1,5,1965,4664,0
834358,834358,1.06,383,-1,12,1960,24840,0
926860,926860,90.53,451,146,0,1970,3833,0
1106249,1106249,7.2,594,11,5,1960,1241364,0
1230252,1230252,39.88,106,-1,7,1984,21134,0
304087,304087,3.95,581,56,8,1985,824,0
1280743,1280743,3.48,204,-1,1,1976,1766,0
211982,211982,45.91,314,179,1,1999,2870,0
138195,138195,1.65,522,-1,9,1999,28739,0
1252893,1252893,13.39,575,-1,6,1962,207,0
36658,36658,26.34,163,158,3,1989,2368,0
1246872,1246872,6.11,582,-1,13,1997,1075,0
692066,692066,82.43,155,-1,6,1982,823,0
639149,639149,69.19,328,-1,4,1968,413574,0
425832,425832,75.26,493,-1,2,1976,1645,0
1044016,1044016,29.62,135,-1,8,1984,21134,0
1221032,1221032,2.31,563,-1,1,1981,836,0
869685,869685,11.44,590,-1,3,1988,1847,0
246074,246074,117.61,106,-1,7,1991,51427,0
758069,758069,60.36,238,85,5,1975,3096,0
1121991,1121991,145.19,259,171,5,1984,79008,0
87142,87142,7.89,96,-1,12,1978,149,0
334932,334932,59.29,50,-1,2,1979,3395,0
1149188,1149188,3.07,366,-1,11,1965,269,0
150862,150862,225.43,427,7,10,1993,19408,0
762676,762676,64.22,346,-1,2,1970,190,0
828622,828622,46.58,581,45,2,1984,6006,0
334915,334915,727.44,437,180,12,1949,4508,0
535835,535835,46.1,556,-1,9,1955,2304,0
631395,631395,7.12,54,-1,8,2000,28425,0
1127264,1127264,48.05,276,142,3,1988,888,0
658564,658564,157.61,253,-1,4,1944,1165,0
956629,956629,9.79,412,207,6,1948,55345,0
25674,25674,9.68,28,53,11,1983,116155,0
496079,496079,3.04,521,9,11,1929,276,0
674871,674871,90.96,17,-1,1,1972,765,0
868912,868912,67.47,116,57,5,1976,324,0
83136,83136,53.37,325,-1,10,1935,73,0
982664,982664,126.94,108,-1,10,1964,5577,0
1140184,1140184,34.08,226,69,4,1980,47249,0
535475,535475,129.44,253,-1,4,1943,761,0
204182,204182,56.8,2,-1,1,1986,99,0
1223153,1223153,51.1,341,-1,2,1963,1850,0
596662,596662,88.08,350,194,7,1987,545147,0
171784,171784,67.97,35,-1,7,1991,69,0
449961,449961,24.62,32,-1,8,1958,1196,0
1138532,1138532,264.99,609,89,10,1989,9772,0
385005,385005,35.06,236,130,6,1979,1019,0
8737,8737,75.1,412,207,6,1957,75903,0
705867,705867,91.13,300,-1,4,1971,2036,0
840682,840682,4.1,57,21,9,1997,276896,0
783357,783357,1.53,482,-1,11,1971,255,0
480704,480704,56.09,560,-1,6,1967,206,0
959486,959486,9.92,376,47,7,1987,545147,0
1104335,1104335,97.07,573,-1,7,2004,2135,0
1052603,1052603,107.66,188,-1,7,1964,8097,0
1176839,1176839,8.31,629,49,9,1976,1766,0
1135631,1135631,16.39,568,-1,6,1983,328,0
1087875,1087875,3.66,255,-1,8,1973,2376,0
187817,187817,7.5,248,76,0,1961,1132,0
1284029,1284029,54.07,646,23,2,1968,912,0
655949,655949,48.69,41,-1,7,1994,391389,0
255407,255407,56.35,303,-1,0,1928,1063,0
256800,256800,77.89,41,-1,7,1981,5848,0
261248,261248,8.56,476,183,11,1942,46944,0
864117,864117,5.13,110,-1,0,1953,1897,0
458260,458260,3.11,57,154,9,1985,409656,0
